A3CZYX
19
(1P3E16.7)
Station position
104.677498  32.949699  0.980000

velocity
gain U>E>N
629.326599   629.326599    629.326599
0
seconds
  1.0000000E-002
counts
1.0000000E+00
  1.1378556E+007
2008  9  5 17   49   10
14000
EVENT= 001 Ms= 0.0
Station= WXT
  1.1140000E+003 -5.3600000E+002  3.5100000E+002
  1.2160000E+003 -1.7000000E+002  2.6700000E+002
  1.3100000E+003 -4.4400000E+002  1.4700000E+002
  1.3260000E+003 -6.1100000E+002  5.7000000E+001
  1.2840000E+003 -1.2500000E+002  1.3800000E+002
  1.2770000E+003 -4.9000000E+002  2.4500000E+002
  1.1640000E+003 -2.9000000E+002  2.4800000E+002
  1.0700000E+003 -2.2300000E+002  3.3200000E+002
  1.0650000E+003 -2.3400000E+002  4.3700000E+002
  1.1150000E+003  1.6900000E+002  4.3600000E+002
  1.3600000E+003 -3.3600000E+002  4.0300000E+002
  1.5350000E+003 -2.8000000E+002  3.9200000E+002
  1.5550000E+003 -2.7800000E+002  4.0300000E+002
  1.5910000E+003 -7.3900000E+002  3.3900000E+002
  1.5150000E+003 -5.0800000E+002  2.9000000E+002
  1.3340000E+003 -6.8900000E+002  2.8300000E+002
  1.1500000E+003 -3.8200000E+002  3.1400000E+002
  1.0690000E+003 -1.9000000E+002  3.4400000E+002
  1.0530000E+003 -4.5600000E+002  3.2500000E+002
  1.0730000E+003 -3.7000000E+001  3.8000000E+002
  1.2340000E+003 -3.0300000E+002  3.5800000E+002
  1.3910000E+003 -2.3200000E+002  2.9500000E+002
  1.4880000E+003 -1.7700000E+002  2.5400000E+002
  1.5620000E+003 -5.8400000E+002  2.3000000E+002
  1.5020000E+003 -8.4000000E+001  3.0100000E+002
  1.3450000E+003 -2.6700000E+002  3.3400000E+002
  1.1340000E+003 -3.1200000E+002  3.2900000E+002
  9.2800000E+002 -9.5000000E+001  3.7600000E+002
  1.0280000E+003 -5.0900000E+002  4.9500000E+002
  1.2840000E+003 -2.0500000E+002  5.1900000E+002
  1.4810000E+003 -4.1400000E+002  3.9600000E+002
  1.5940000E+003 -5.7000000E+002  2.9500000E+002
  1.5140000E+003 -2.5800000E+002  2.7500000E+002
  1.5190000E+003 -7.2300000E+002  1.8300000E+002
  1.5420000E+003 -4.6400000E+002  1.3200000E+002
  1.4650000E+003 -3.8500000E+002  2.3400000E+002
  1.4300000E+003 -4.8500000E+002  3.3600000E+002
  1.2780000E+003 -2.8000000E+001  5.1900000E+002
  1.1650000E+003 -3.4900000E+002  6.6100000E+002
  1.2030000E+003 -1.6600000E+002  7.2300000E+002
  1.3640000E+003 -2.6400000E+002  6.1200000E+002
  1.5690000E+003 -7.9600000E+002  3.6200000E+002
  1.4830000E+003 -5.4100000E+002  2.7600000E+002
  1.2720000E+003 -6.8500000E+002  2.7800000E+002
  1.1720000E+003 -3.0800000E+002  3.5700000E+002
  1.1270000E+003 -8.9000000E+001  4.2300000E+002
  1.1080000E+003 -3.9300000E+002  3.9500000E+002
  1.1380000E+003 -4.6000000E+001  2.8500000E+002
  1.3280000E+003 -2.9600000E+002  2.2200000E+002
  1.5320000E+003 -2.7200000E+002  3.7800000E+002
  1.6940000E+003 -2.0000000E+002  5.2900000E+002
  1.8070000E+003 -6.6000000E+002  5.2600000E+002
  1.7490000E+003 -3.2800000E+002  4.6900000E+002
  1.6760000E+003 -5.4800000E+002  3.8700000E+002
  1.5490000E+003 -6.1900000E+002  3.4700000E+002
  1.4460000E+003 -3.8300000E+002  2.9900000E+002
  1.5000000E+003 -7.4500000E+002  1.7600000E+002
  1.5800000E+003 -2.5900000E+002  1.4100000E+002
  1.6440000E+003 -3.8100000E+002  1.2000000E+002
  1.5170000E+003 -4.6700000E+002  2.0100000E+002
  1.3390000E+003 -1.3000000E+001  4.2800000E+002
  1.4160000E+003 -5.2400000E+002  5.2900000E+002
  1.4960000E+003 -2.7900000E+002  5.1300000E+002
  1.4740000E+003 -2.8300000E+002  4.9000000E+002
  1.5780000E+003 -5.7800000E+002  4.6800000E+002
  1.6050000E+003 -2.3000000E+002  4.8000000E+002
  1.4960000E+003 -5.3900000E+002  5.4700000E+002
  1.4630000E+003 -2.5800000E+002  4.8600000E+002
  1.4070000E+003 -1.1000000E+002  3.8300000E+002
  1.4820000E+003 -4.7500000E+002  3.6200000E+002
  1.6350000E+003 -2.5700000E+002  3.5200000E+002
  1.5910000E+003 -6.1200000E+002  2.8300000E+002
  1.5820000E+003 -5.8200000E+002  1.2700000E+002
  1.6980000E+003 -4.4000000E+002  1.0100000E+002
  1.7490000E+003 -6.5900000E+002  2.1200000E+002
  1.7090000E+003 -1.7000000E+002  3.7000000E+002
  1.6990000E+003 -3.1800000E+002  5.0600000E+002
  1.7390000E+003 -2.7800000E+002  4.8800000E+002
  1.7670000E+003 -8.5000000E+001  3.8000000E+002
  1.7760000E+003 -5.8900000E+002  2.9800000E+002
  1.6730000E+003 -3.8900000E+002  2.5700000E+002
  1.5350000E+003 -6.6200000E+002  2.5100000E+002
  1.4540000E+003 -7.2100000E+002  3.0600000E+002
  1.3580000E+003 -2.2200000E+002  3.7300000E+002
  1.4300000E+003 -4.4600000E+002  4.5400000E+002
  1.5670000E+003 -1.5600000E+002  6.0900000E+002
  1.7190000E+003 -2.9000000E+002  7.0000000E+002
  1.9690000E+003 -4.2700000E+002  5.8000000E+002
  1.9060000E+003 -1.9000000E+002  3.6300000E+002
  1.6490000E+003 -6.8800000E+002  2.2600000E+002
  1.5810000E+003 -5.2800000E+002  1.8900000E+002
  1.5390000E+003 -6.3900000E+002  1.7700000E+002
  1.5650000E+003 -6.9100000E+002  2.6000000E+002
  1.7110000E+003 -2.7500000E+002  4.0900000E+002
  1.6980000E+003 -6.1600000E+002  4.4200000E+002
  1.7160000E+003 -2.0900000E+002  2.9200000E+002
  1.9200000E+003 -1.8300000E+002  1.1500000E+002
  2.0200000E+003 -5.6600000E+002  9.2000000E+001
  1.9930000E+003 -2.6400000E+002  1.3000000E+002
  1.7680000E+003 -6.5500000E+002  1.9000000E+002
  1.4790000E+003 -5.5800000E+002  2.3100000E+002
  1.4970000E+003 -4.0800000E+002  2.2600000E+002
  1.6690000E+003 -6.4100000E+002  2.6500000E+002
  1.8440000E+003 -2.4300000E+002  3.3200000E+002
  1.9970000E+003 -4.4200000E+002  4.7300000E+002
  2.0230000E+003 -3.7300000E+002  5.4100000E+002
  1.9100000E+003 -3.0400000E+002  4.3900000E+002
  1.6730000E+003 -7.2400000E+002  3.5800000E+002
  1.5650000E+003 -3.6100000E+002  2.9400000E+002
  1.6060000E+003 -5.4900000E+002  3.2500000E+002
  1.7200000E+003 -5.6800000E+002  3.0600000E+002
  1.8630000E+003 -2.5700000E+002  1.9900000E+002
  1.8410000E+003 -5.2200000E+002  3.0300000E+002
  1.9100000E+003 -1.6200000E+002  2.9500000E+002
  1.9200000E+003 -4.1600000E+002  2.5400000E+002
  1.7430000E+003 -5.9500000E+002  4.0000000E+002
  1.6520000E+003 -2.1900000E+002  4.3000000E+002
  1.5690000E+003 -6.3700000E+002  3.3400000E+002
  1.5980000E+003 -3.5800000E+002  2.2300000E+002
  1.7440000E+003 -4.3000000E+002  1.0000000E+002
  1.8750000E+003 -6.9300000E+002 -2.8000000E+001
  1.9850000E+003 -2.3700000E+002  4.6000000E+001
  2.0970000E+003 -5.7500000E+002  8.1000000E+001
  2.0990000E+003 -2.9700000E+002  3.7000000E+001
  1.9190000E+003 -1.7400000E+002  1.9400000E+002
  1.7230000E+003 -5.5600000E+002  2.7000000E+002
  1.6300000E+003 -2.1900000E+002  3.2200000E+002
  1.6750000E+003 -5.3100000E+002  3.8100000E+002
  1.7270000E+003 -4.4600000E+002  3.3500000E+002
  1.8220000E+003 -3.0900000E+002  3.0600000E+002
  1.9490000E+003 -6.2800000E+002  3.6000000E+002
  1.9640000E+003 -2.9400000E+002  3.4600000E+002
  1.9320000E+003 -5.9300000E+002  1.8300000E+002
  1.9170000E+003 -6.0700000E+002  1.6200000E+002
  1.8720000E+003 -4.6400000E+002  1.7200000E+002
  1.7410000E+003 -8.5500000E+002  1.2200000E+002
  1.7580000E+003 -4.1000000E+002  3.2000000E+001
  1.9050000E+003 -4.5300000E+002  1.2000000E+001
  1.9420000E+003 -4.4000000E+002  2.2300000E+002
  1.9140000E+003 -2.0800000E+002  2.9300000E+002
  1.8500000E+003 -6.8400000E+002  2.2600000E+002
  1.8000000E+003 -3.8800000E+002  2.0300000E+002
  1.7840000E+003 -5.3100000E+002  2.3000000E+002
  1.7830000E+003 -6.4500000E+002  2.6600000E+002
  1.7390000E+003 -1.7300000E+002  2.5200000E+002
  1.7060000E+003 -4.9000000E+002  2.2100000E+002
  1.7310000E+003 -2.1800000E+002  1.2500000E+002
  1.7390000E+003 -2.3900000E+002  1.6800000E+002
  1.8710000E+003 -5.2400000E+002  2.6300000E+002
  1.9950000E+003 -2.3900000E+002  2.5900000E+002
  1.9730000E+003 -5.8200000E+002  2.6900000E+002
  1.8930000E+003 -3.0400000E+002  1.8100000E+002
  1.7340000E+003 -1.8100000E+002  1.3700000E+002
  1.6680000E+003 -5.0900000E+002  2.1400000E+002
  1.7300000E+003 -1.7200000E+002  2.5800000E+002
  1.7850000E+003 -5.7100000E+002  2.3300000E+002
  1.8000000E+003 -5.5000000E+002  1.6800000E+002
  1.8110000E+003 -4.1000000E+002  1.8000000E+002
  1.8430000E+003 -8.3900000E+002  2.1000000E+002
  1.8150000E+003 -3.6300000E+002  1.0800000E+002
  1.7870000E+003 -4.3600000E+002  1.5000000E+001
  1.8160000E+003 -3.9800000E+002  1.0000000E+001
  1.8480000E+003 -1.5100000E+002 -4.0000000E+000
  1.8180000E+003 -5.9100000E+002  5.3000000E+001
  1.7460000E+003 -2.2700000E+002  1.3800000E+002
  1.7310000E+003 -4.2600000E+002  1.3600000E+002
  1.7460000E+003 -6.0300000E+002  1.3600000E+002
  1.7580000E+003 -2.0100000E+002  1.4500000E+002
  1.7260000E+003 -6.2500000E+002  1.4500000E+002
  1.7500000E+003 -4.9500000E+002  2.1700000E+002
  1.9070000E+003 -6.3900000E+002  3.0300000E+002
  1.9620000E+003 -7.6500000E+002  3.0900000E+002
  1.8760000E+003 -3.1900000E+002  2.2600000E+002
  1.7510000E+003 -5.9300000E+002  1.2400000E+002
  1.6820000E+003 -1.7800000E+002  6.9000000E+001
  1.7320000E+003 -1.4800000E+002  1.0300000E+002
  1.7800000E+003 -3.8000000E+002  2.0800000E+002
  1.7930000E+003  2.1000000E+001  2.4700000E+002
  1.7270000E+003 -4.1600000E+002  1.8800000E+002
  1.6140000E+003 -1.6500000E+002  1.1000000E+002
  1.5650000E+003 -5.6000000E+001  9.3000000E+001
  1.5740000E+003 -4.4100000E+002  5.8000000E+001
  1.6490000E+003 -8.1000000E+001  6.0000000E+001
  1.7780000E+003 -4.2500000E+002  1.5200000E+002
  1.9200000E+003 -4.4800000E+002  1.2900000E+002
  1.9230000E+003 -3.7000000E+002  7.6000000E+001
  1.8340000E+003 -6.9800000E+002  1.0700000E+002
  1.7470000E+003 -3.9300000E+002  2.0800000E+002
  1.6480000E+003 -7.2200000E+002  2.9100000E+002
  1.5750000E+003 -6.9300000E+002  2.4700000E+002
  1.4480000E+003 -1.8600000E+002  6.7000000E+001
  1.4210000E+003 -4.6200000E+002 -8.2000000E+001
  1.5150000E+003 -2.7600000E+002  1.0000000E+000
  1.5060000E+003 -3.6200000E+002  7.3000000E+001
  1.4610000E+003 -4.4900000E+002  1.0900000E+002
  1.5030000E+003 -1.2600000E+002  2.3300000E+002
