A3CZYX
19
(1P3E16.7)
Station position
 -2.0000000E+001 -6.7100000E+002 -2.2100000E+003
 -3.9000000E+002 -1.4640000E+003 -3.6600000E+003
 -1.5000000E+002 -1.8430000E+003 -3.3260000E+003
 -2.8000000E+001 -8.5800000E+002 -9.4000000E+002
 -4.2100000E+002  1.1370000E+003  1.4480000E+003
 -5.3600000E+002  2.3700000E+003  2.4710000E+003
 -2.5700000E+002  1.9030000E+003  2.7250000E+003
  3.6000000E+002  5.3700000E+002  1.8520000E+003
  3.2300000E+002 -1.0060000E+003 -8.7800000E+002
 -3.0500000E+002 -2.3870000E+003 -3.5010000E+003
 -3.6100000E+002 -2.5380000E+003 -3.2090000E+003
  1.3500000E+002 -1.0620000E+003 -9.8000000E+002
  1.6000000E+001  1.1100000E+003  8.8500000E+002
 -4.6000000E+002  2.2470000E+003  1.7520000E+003
 -2.1600000E+002  1.6870000E+003  1.9270000E+003
  4.5000000E+002  6.3000000E+002  1.9140000E+003
  2.8600000E+002 -2.8500000E+002  5.7300000E+002
 -4.1500000E+002 -1.1130000E+003 -1.5910000E+003
 -4.0100000E+002 -1.3450000E+003 -1.9050000E+003
 -1.3300000E+002 -7.5600000E+002 -1.2460000E+003
 -3.4400000E+002  8.3000000E+001 -6.5900000E+002
 -2.2000000E+002  1.5000000E+001 -5.2000000E+001
  2.6800000E+002 -5.4100000E+002  2.4700000E+002
 -5.9900000E+002  4.0000000E+001  1.3980000E+003
 -8.5500000E+002  1.2030000E+003  1.8670000E+003
  7.3400000E+002  1.2830000E+003  6.1700000E+002
  1.0900000E+002 -8.4000000E+001 -4.6100000E+002
 -1.7340000E+003 -1.0920000E+003 -1.1220000E+003
 -1.1270000E+003 -1.1930000E+003 -9.6700000E+002
  4.3600000E+002 -1.6830000E+003 -6.1100000E+002
  6.5400000E+002 -1.7460000E+003 -4.6800000E+002
 -8.8600000E+002 -9.2300000E+002  5.1200000E+002
 -1.3960000E+003  4.5600000E+002  1.1920000E+003
 -1.7700000E+002  1.6530000E+003  9.0200000E+002
  5.2600000E+002  1.1540000E+003  2.7400000E+002
  5.2800000E+002  2.4000000E+001 -2.6300000E+002
 -2.5300000E+002 -7.5000000E+002 -1.2810000E+003
 -4.4700000E+002 -9.0400000E+002 -2.4280000E+003
  1.0600000E+002 -2.8900000E+002 -1.9870000E+003
  1.2900000E+002  4.1000000E+001 -9.9500000E+002
 -2.2900000E+002 -1.0600000E+002  1.7500000E+002
 -2.9000000E+002 -4.2100000E+002  1.1110000E+003
  7.2000000E+001 -5.6000000E+002  1.3030000E+003
  2.8000000E+001 -2.2300000E+002  1.6000000E+003
 -2.1000000E+002  5.5000000E+002  3.3800000E+002
 -2.8800000E+002  4.2700000E+002 -1.1840000E+003
 -9.3000000E+001 -1.4600000E+002 -1.0620000E+003
 -1.1100000E+002 -1.7000000E+001 -1.0600000E+003
 -2.6300000E+002 -1.4700000E+002 -7.4400000E+002
  7.0000000E+001 -1.0100000E+002  4.4900000E+002
  2.5300000E+002  1.9500000E+002  1.1350000E+003
 -3.0200000E+002  5.5500000E+002  1.1740000E+003
 -8.0000000E+002  5.1200000E+002  2.5900000E+002
 -2.9600000E+002 -7.9600000E+002 -1.6360000E+003
  6.1000000E+002 -2.0490000E+003 -1.7770000E+003
  6.7400000E+002 -1.9020000E+003 -8.0000000E+002
 -4.1700000E+002 -5.4900000E+002 -3.0600000E+002
 -1.0230000E+003  9.0400000E+002  9.2700000E+002
 -3.8300000E+002  1.5800000E+003  1.4660000E+003
  5.5400000E+002  1.3180000E+003  1.5550000E+003
  5.4300000E+002  4.5300000E+002  9.3800000E+002
  1.9000000E+001 -4.0100000E+002 -1.2000000E+003
 -3.0500000E+002 -1.0920000E+003 -1.7900000E+003
 -6.8100000E+002 -1.3350000E+003 -1.2970000E+003
 -2.8600000E+002 -8.4800000E+002 -1.3130000E+003
 -3.7900000E+002 -5.3000000E+002 -7.8700000E+002
 -4.9900000E+002 -4.1300000E+002  5.0400000E+002
  3.5700000E+002  1.8700000E+002  1.3260000E+003
  1.5100000E+002  8.4800000E+002  1.3010000E+003
 -4.6100000E+002  1.1980000E+003  8.6400000E+002
 -7.7700000E+002  7.4000000E+002  1.1300000E+002
 -6.3500000E+002 -5.7100000E+002 -2.4400000E+002
  1.9500000E+002 -1.5560000E+003 -8.6200000E+002
  2.5900000E+002 -1.5900000E+003 -1.6860000E+003
  8.0000000E+000 -1.0390000E+003 -1.8570000E+003
  1.1800000E+002 -4.8000000E+001 -1.0960000E+003
  3.6000000E+001  1.0330000E+003  3.7000000E+002
 -2.5000000E+001  1.2320000E+003  8.9500000E+002
 -3.9600000E+002  5.4000000E+002  1.0130000E+003
 -4.2600000E+002 -4.1000000E+002  9.8800000E+002
  2.3300000E+002 -1.2480000E+003  2.9700000E+002
  1.0000000E+000 -1.4030000E+003 -3.8800000E+002
 -2.9100000E+002 -5.8400000E+002 -1.0780000E+003
 -2.5600000E+002  5.1400000E+002 -1.0210000E+003
 -3.8400000E+002  1.0290000E+003 -7.2000000E+001
 -5.4000000E+001  1.0850000E+003  6.6600000E+002
 -7.8000000E+001  6.2300000E+002  6.3700000E+002
 -1.8100000E+002 -5.7900000E+002 -3.3800000E+002
  1.4200000E+002 -1.7930000E+003 -8.7700000E+002
 -1.1000000E+001 -2.0000000E+003 -6.9000000E+002
 -3.5400000E+002 -9.0400000E+002 -1.4410000E+003
 -5.5400000E+002  2.3300000E+002 -1.2040000E+003
 -7.0600000E+002  2.7500000E+002  5.4100000E+002
  1.4300000E+002  2.3100000E+002  1.4350000E+003
  1.1200000E+002  4.7000000E+001  1.6950000E+003
 -1.2370000E+003 -5.1000000E+002  1.2740000E+003
 -3.8200000E+002  6.3000000E+001  1.7300000E+002
  9.8900000E+002  6.4200000E+002 -1.1100000E+003
  5.0900000E+002  7.5300000E+002 -2.0620000E+003
 -4.7900000E+002  9.5100000E+002 -2.0950000E+003
 -6.0300000E+002  2.9900000E+002 -1.0070000E+003
  1.9000000E+001 -3.4500000E+002  1.1440000E+003
  7.2000000E+001 -8.8200000E+002  2.2300000E+003
 -3.3400000E+002 -1.3360000E+003  1.5410000E+003
 -1.5000000E+002 -9.7300000E+002  5.3300000E+002
  9.3000000E+001 -5.8600000E+002 -8.2400000E+002
 -2.0300000E+002 -1.9500000E+002 -2.0260000E+003
 -1.0800000E+002  3.6000000E+002 -2.0850000E+003
  3.0000000E+000  4.7500000E+002 -9.3400000E+002
 -1.5800000E+002  2.9600000E+002  6.7900000E+002
 -2.5200000E+002  3.0600000E+002  1.5640000E+003
 -2.1600000E+002  3.0600000E+002  1.4600000E+003
 -1.2000000E+001 -7.8000000E+001  3.7800000E+002
  9.1000000E+001 -6.8700000E+002 -7.2700000E+002
  1.5400000E+002 -8.6100000E+002 -1.1420000E+003
 -1.7100000E+002 -4.3500000E+002 -1.6210000E+003
 -4.3300000E+002 -4.8000000E+001 -1.6080000E+003
 -1.4200000E+002  4.8800000E+002 -3.2200000E+002
  2.4700000E+002  6.8500000E+002  5.9400000E+002
  2.4800000E+002  1.3800000E+002  1.0000000E+002
  6.0000000E+001 -4.2000000E+001 -9.7000000E+001
 -1.5300000E+002  6.4000000E+001  1.5200000E+002
 -5.8600000E+002  8.7000000E+001  1.8000000E+002
 -5.1100000E+002 -9.7000000E+001 -1.0000000E+001
 -9.0000000E+001 -5.1200000E+002 -6.7100000E+002
  2.9800000E+002 -4.0900000E+002 -1.1080000E+003
  2.0000000E+001 -5.8000000E+001 -1.1290000E+003
 -7.4700000E+002 -2.1300000E+002 -5.2100000E+002
 -6.7200000E+002 -6.0300000E+002  4.8100000E+002
 -1.8000000E+002 -8.5000000E+002  1.0810000E+003
  4.3800000E+002 -8.0300000E+002  1.2340000E+003
  1.6100000E+002 -5.7000000E+002  5.8700000E+002
 -4.7800000E+002  8.4000000E+001 -8.6700000E+002
 -4.4100000E+002  9.0300000E+002 -2.1380000E+003
 -4.7900000E+002  1.0450000E+003 -1.8110000E+003
 -2.9000000E+001  7.5900000E+002 -6.0300000E+002
 -7.0000000E+001 -1.9600000E+002  2.2000000E+002
 -3.6300000E+002 -1.3380000E+003  1.2150000E+003
 -1.9000000E+002 -1.7530000E+003  1.5880000E+003
 -1.8000000E+001 -1.6500000E+003  1.1590000E+003
  2.7900000E+002 -5.3700000E+002  7.2700000E+002
 -1.4600000E+002  1.0350000E+003 -4.1700000E+002
 -5.4400000E+002  1.9720000E+003 -1.6440000E+003
 -3.9600000E+002  2.1670000E+003 -1.6380000E+003
 -1.7900000E+002  1.3610000E+003 -9.7800000E+002
 -1.4800000E+002 -2.8400000E+002 -3.9200000E+002
 -2.1200000E+002 -1.3340000E+003  7.7200000E+002
 -9.0000000E+000 -9.7700000E+002  1.6160000E+003
 -2.0100000E+002 -5.6400000E+002  8.1900000E+002
 -3.6300000E+002 -3.2300000E+002 -2.1100000E+002
 -8.4000000E+001  3.7700000E+002 -1.0150000E+003
 -7.9000000E+001  8.1700000E+002 -1.9490000E+003
  4.4900000E+002  9.5800000E+002 -2.1800000E+003
  8.2600000E+002  7.4100000E+002 -1.2880000E+003
 -4.0600000E+002  1.7100000E+002  1.8500000E+002
 -9.1700000E+002 -7.3000000E+001  1.0980000E+003
 -4.4100000E+002 -6.1900000E+002  1.2030000E+003
 -6.2300000E+002 -1.3790000E+003  8.0900000E+002
 -2.9500000E+002 -1.3500000E+003 -1.5000000E+002
  6.4700000E+002 -8.1700000E+002 -1.0940000E+003
  8.1300000E+002  8.1000000E+001 -1.2520000E+003
  3.9000000E+001  1.1960000E+003 -7.9600000E+002
 -6.5500000E+002  1.6000000E+003  1.1000000E+001
 -5.8200000E+002  7.6900000E+002  8.4300000E+002
 -4.0500000E+002 -5.2800000E+002  7.9900000E+002
 -3.4700000E+002 -1.6160000E+003 -3.1600000E+002
  1.8000000E+001 -2.3260000E+003 -1.0820000E+003
  1.9200000E+002 -1.5390000E+003 -9.2900000E+002
 -2.2800000E+002  2.9500000E+002 -9.4900000E+002
 -6.8200000E+002  1.3590000E+003 -4.7500000E+002
 -4.7800000E+002  1.3350000E+003  7.4000000E+002
 -1.9300000E+002  2.4500000E+002  1.3670000E+003
 -1.4000000E+002 -9.9400000E+002  1.1430000E+003
 -9.3000000E+001 -1.2320000E+003  4.7500000E+002
 -9.1000000E+001 -6.6300000E+002 -1.3600000E+002
  1.8600000E+002  5.4200000E+002 -7.6600000E+002
  1.9700000E+002  1.4010000E+003 -9.3100000E+002
 -5.9000000E+001  9.9100000E+002 -5.9900000E+002
 -1.5000000E+002  1.8400000E+002 -4.6500000E+002
 -1.7700000E+002 -2.0100000E+002 -1.9700000E+002
 -1.2900000E+002 -3.2200000E+002  1.9100000E+002
 -3.5600000E+002 -6.5700000E+002  2.9600000E+002
 -5.3100000E+002 -1.2540000E+003  7.8000000E+001
 -1.9200000E+002 -1.6810000E+003 -6.8000000E+001
  8.4000000E+001 -1.3680000E+003 -1.5600000E+002
 -4.1000000E+001 -2.8000000E+002 -1.7500000E+002
 -2.7000000E+002  8.6900000E+002  1.0400000E+002
 -2.3600000E+002  1.6540000E+003 -2.6000000E+002
  9.6000000E+001  1.5590000E+003 -7.6200000E+002
  1.6200000E+002  5.7800000E+002 -3.4700000E+002
  8.4000000E+001 -3.8100000E+002  2.4800000E+002
  3.4000000E+001 -1.0840000E+003  9.3700000E+002
 -1.6500000E+002 -1.3720000E+003  1.3170000E+003
 -2.5300000E+002 -1.1310000E+003  6.9200000E+002
 -3.1500000E+002 -7.3600000E+002 -6.0100000E+002
 -4.9200000E+002 -4.0800000E+002 -1.8640000E+003
 -6.8600000E+002  2.2200000E+002 -2.2560000E+003
  3.4500000E+002  9.2800000E+002 -1.8540000E+003
  1.4320000E+003  6.8800000E+002 -7.4200000E+002
 -2.8700000E+002  1.5800000E+002  1.1560000E+003
 -1.3910000E+003  4.3200000E+002  2.5070000E+003
  1.0600000E+002  5.8900000E+002  2.1060000E+003
  5.2600000E+002 -4.4900000E+002  5.2000000E+002
  1.9700000E+002 -1.2450000E+003 -1.1000000E+003
 -8.6000000E+001 -1.1430000E+003 -1.9900000E+003
 -2.8700000E+002 -9.9700000E+002 -1.8760000E+003
  1.1300000E+002 -5.1900000E+002 -3.9700000E+002
 -7.1500000E+002  9.6000000E+001  1.5680000E+003
 -8.2000000E+002  6.7800000E+002  1.9110000E+003
 -5.0000000E+000  5.6700000E+002  1.2140000E+003
  3.7000000E+001 -2.8000000E+001  2.0000000E+000
  4.8900000E+002  6.5000000E+001 -1.7820000E+003
 -1.4600000E+002  1.8000000E+001 -2.0320000E+003
 -6.6300000E+002  9.3000000E+001 -1.2540000E+003
 -3.1500000E+002  4.4000000E+002 -4.2500000E+002
 -3.3300000E+002 -6.5000000E+001  8.3100000E+002
 -1.9000000E+002 -1.0600000E+003  1.1520000E+003
 -4.2200000E+002 -1.8550000E+003  8.3000000E+002
 -2.4400000E+002 -1.5550000E+003  5.8700000E+002
  2.2200000E+002  2.0000000E+000  1.0400000E+002
  2.8000000E+002  1.6400000E+003 -1.6700000E+002
 -2.3700000E+002  2.3020000E+003 -2.9100000E+002
 -8.0200000E+002  1.2500000E+003 -5.1600000E+002
 -2.5500000E+002 -5.7000000E+002 -8.3800000E+002
  2.9800000E+002 -1.8420000E+003 -1.0510000E+003
  4.7700000E+002 -1.7130000E+003 -5.5500000E+002
  1.4200000E+002 -1.6500000E+002  5.7100000E+002
 -7.6800000E+002  8.5700000E+002  1.2610000E+003
 -4.2900000E+002  9.0500000E+002  1.1170000E+003
  5.7500000E+002  3.9600000E+002  3.6900000E+002
  5.0400000E+002 -3.6400000E+002 -7.2500000E+002
 -1.6000000E+001 -1.6200000E+002 -1.3120000E+003
 -4.3100000E+002  4.5900000E+002 -9.2100000E+002
 -3.9500000E+002  5.9000000E+002 -4.9000000E+001
 -5.9000000E+001  2.5000000E+002  5.0900000E+002
 -3.2000000E+001 -5.2800000E+002  5.1400000E+002
  1.3800000E+002 -7.3900000E+002 -1.1000000E+001
  5.1000000E+001 -3.5000000E+002 -9.5500000E+002
 -5.2200000E+002 -3.5700000E+002 -1.1510000E+003
 -5.8900000E+002 -4.0900000E+002 -2.4100000E+002
 -4.8600000E+002 -2.5000000E+002  2.9500000E+002
 -1.4900000E+002 -2.3800000E+002  2.1700000E+002
  8.2500000E+002 -1.7600000E+002  1.3900000E+002
  2.4700000E+002 -1.6300000E+002 -1.8400000E+002
 -1.3510000E+003 -2.8000000E+001 -5.6500000E+002
 -4.9400000E+002  7.6200000E+002 -3.9700000E+002
  7.2800000E+002  8.5300000E+002  5.9000000E+001
  1.4000000E+002  1.1300000E+002  1.7000000E+002
  3.1000000E+001  3.7400000E+002  1.4200000E+002
  2.7000000E+001  4.8400000E+002 -3.3600000E+002
  1.9700000E+002 -6.6000000E+001 -8.8100000E+002
 -1.1600000E+002 -4.8800000E+002 -2.6500000E+002
 -9.5900000E+002 -1.0040000E+003  3.7100000E+002
  1.7600000E+002 -7.2900000E+002  5.0000000E+002
  3.3200000E+002 -2.8600000E+002  5.1900000E+002
 -1.0700000E+002  2.5700000E+002 -1.7500000E+002
 -6.8000000E+001  7.2300000E+002 -1.2300000E+003
 -4.9500000E+002  1.6700000E+002 -1.4250000E+003
  7.9000000E+001 -1.8700000E+002 -5.0400000E+002
 -7.7000000E+001 -7.2600000E+002  3.3000000E+002
 -1.8700000E+002 -1.0820000E+003  1.0370000E+003
 -4.8000000E+001 -7.3800000E+002  1.3540000E+003
 -1.5100000E+002 -2.5800000E+002  4.9700000E+002
  4.5400000E+002  9.1000000E+002 -5.7600000E+002
  4.6800000E+002  1.8720000E+003 -1.1740000E+003
 -1.1000000E+001  2.1490000E+003 -1.1980000E+003
 -3.4400000E+002  1.5810000E+003 -6.1400000E+002
 -5.7800000E+002 -3.1800000E+002  3.4700000E+002
 -4.9200000E+002 -2.5170000E+003  4.0500000E+002
  4.6700000E+002 -3.4040000E+003 -1.2200000E+002
  7.7800000E+002 -2.1250000E+003 -1.1600000E+002
  1.4900000E+002  4.8200000E+002 -3.9900000E+002
 -4.1500000E+002  2.4870000E+003 -4.6900000E+002
 -8.7000000E+002  2.2540000E+003 -3.9100000E+002
 -3.2900000E+002  5.3000000E+001 -4.6000000E+002
  2.0500000E+002 -2.2030000E+003 -7.0000000E+000
  2.0900000E+002 -2.9930000E+003  3.5000000E+001
 -5.1000000E+001 -2.0250000E+003 -1.7600000E+002
 -3.3400000E+002 -7.2000000E+001  2.8500000E+002
 -2.7100000E+002  1.6280000E+003  4.9100000E+002
 -4.4500000E+002  2.0740000E+003  3.9900000E+002
 -3.0900000E+002  1.5100000E+003  5.9100000E+002
  5.8000000E+001  3.4900000E+002  5.9000000E+002
  2.2000000E+001 -1.2100000E+003  2.4000000E+001
 -5.8000000E+001 -1.7850000E+003 -6.5700000E+002
 -2.8700000E+002 -1.2580000E+003 -1.1200000E+003
 -2.4500000E+002 -5.2800000E+002 -1.7070000E+003
  3.6400000E+002  4.5300000E+002 -1.2800000E+003
  8.0000000E+001  1.1560000E+003 -2.6200000E+002
 -3.8000000E+002  1.2060000E+003  3.5400000E+002
 -8.7000000E+001  8.2800000E+002  1.1240000E+003
  1.1000000E+001  2.6100000E+002  1.0200000E+003
  2.9400000E+002 -2.0700000E+002 -3.2700000E+002
 -1.7000000E+001 -7.2500000E+002 -1.5670000E+003
 -3.8700000E+002 -1.0480000E+003 -1.3690000E+003
  1.6400000E+002 -1.1450000E+003 -4.2900000E+002
  1.2000000E+002 -1.1850000E+003  5.8800000E+002
 -1.3000000E+001 -6.1600000E+002  1.5540000E+003
  1.1900000E+002  3.8700000E+002  1.4950000E+003
 -1.0800000E+002  1.2520000E+003  5.7600000E+002
 -1.4100000E+002  1.1660000E+003 -6.7700000E+002
 -1.0400000E+002 -1.1000000E+002 -1.7280000E+003
 -8.7000000E+001 -1.0780000E+003 -1.8200000E+003
 -2.5000000E+001 -1.0770000E+003 -5.7800000E+002
 -3.1600000E+002 -3.6000000E+002  1.1260000E+003
 -2.1500000E+002  7.7600000E+002  1.6550000E+003
  1.3100000E+002  1.2400000E+003  7.7300000E+002
 -8.2000000E+001  7.3400000E+002 -4.4100000E+002
 -1.5800000E+002 -1.9400000E+002 -1.0980000E+003
  2.5000000E+001 -1.1850000E+003 -1.0360000E+003
  9.8000000E+001 -1.3220000E+003 -5.3600000E+002
  1.1700000E+002 -3.0200000E+002  2.0100000E+002
 -2.6900000E+002  3.3700000E+002  8.8300000E+002
 -6.7900000E+002  5.8000000E+001  7.9300000E+002
  4.9000000E+001  1.3000000E+001 -6.7000000E+001
  1.4600000E+002 -3.3400000E+002 -7.2100000E+002
 -3.9900000E+002 -6.0100000E+002 -7.7800000E+002
  2.2600000E+002  2.4000000E+002 -4.6100000E+002
 -1.9000000E+002  4.1000000E+002 -2.1500000E+002
 -6.2500000E+002  3.9700000E+002 -1.3100000E+002
  1.0000000E+002  3.3700000E+002  1.3400000E+002
 -1.1900000E+002 -9.3000000E+002 -1.2700000E+002
 -2.4500000E+002 -1.5020000E+003 -6.5300000E+002
 -5.7000000E+001 -1.2800000E+003 -5.0500000E+002
 -4.0000000E+000 -4.7000000E+002 -1.8300000E+002
 -4.1000000E+001  9.1500000E+002  8.6000000E+001
 -4.3100000E+002  1.5870000E+003  1.2900000E+002
 -1.4600000E+002  1.3420000E+003 -8.6000000E+001
  2.9300000E+002 -9.6000000E+001 -3.5800000E+002
  5.6000000E+001 -1.7230000E+003 -4.6300000E+002
 -3.0200000E+002 -2.1830000E+003 -9.3000000E+001
 -5.1000000E+001 -1.3190000E+003  1.0300000E+002
  3.0000000E+000  3.5400000E+002  4.6700000E+002
 -2.4400000E+002  1.8800000E+003  6.9700000E+002
  6.5000000E+001  1.8480000E+003 -5.2900000E+002
  2.4400000E+002  1.6800000E+002 -1.3420000E+003
  5.1400000E+002 -9.7300000E+002 -8.2000000E+002
 -2.7100000E+002 -1.3730000E+003 -4.0000000E+002
 -8.4400000E+002 -9.2200000E+002  3.0000000E+001
 -1.1800000E+002  6.2000000E+001  3.9300000E+002
 -3.0000000E+001  2.6300000E+002  2.7500000E+002
  4.3400000E+002  5.6300000E+002 -3.4400000E+002
  2.6100000E+002  5.4200000E+002 -1.0150000E+003
 -1.1200000E+002  4.3700000E+002 -7.6900000E+002
 -1.0700000E+002  6.0300000E+002 -8.2000000E+001
 -5.1900000E+002  8.6000000E+001  4.1000000E+002
 -3.1700000E+002 -5.1000000E+002  6.9800000E+002
 -4.8000000E+001 -1.2850000E+003  6.4200000E+002
  1.5900000E+002 -1.7590000E+003  3.0800000E+002
 -4.7900000E+002 -1.2780000E+003 -2.5000000E+002
 -8.2000000E+002 -1.4400000E+002 -9.0700000E+002
 -2.2700000E+002  1.0300000E+003 -9.8600000E+002
  7.5000000E+001  1.3720000E+003 -3.7200000E+002
  1.9000000E+002  9.8200000E+002  3.9600000E+002
 -1.6200000E+002 -1.7900000E+002  1.0170000E+003
 -2.9000000E+001 -1.3380000E+003  1.3310000E+003
  3.3000000E+002 -1.5640000E+003  1.5320000E+003
 -1.0900000E+002 -1.1650000E+003  4.9700000E+002
 -6.4100000E+002 -5.4300000E+002 -1.3550000E+003
 -9.7000000E+001  1.1800000E+002 -2.1470000E+003
  3.9500000E+002  3.8000000E+002 -2.0350000E+003
 -1.3000000E+002  1.4000000E+002 -1.4080000E+003
 -3.8000000E+002  5.3900000E+002 -1.5300000E+002
  1.2700000E+002  1.0270000E+003  1.2830000E+003
  2.6400000E+002  3.8500000E+002  1.7030000E+003
 -8.6000000E+002 -4.5200000E+002  1.4140000E+003
 -4.2300000E+002 -6.2100000E+002  1.5600000E+002
  8.2600000E+002 -6.8900000E+002 -1.6180000E+003
  2.8300000E+002 -7.9200000E+002 -1.8530000E+003
 -3.7700000E+002 -2.4400000E+002 -1.0780000E+003
 -1.1610000E+003  4.5400000E+002 -8.5000000E+001
 -7.6100000E+002  5.9600000E+002  8.0900000E+002
  1.3200000E+002 -8.2000000E+001  1.2540000E+003
 -1.2500000E+002 -1.0400000E+003  1.0770000E+003
  2.5600000E+002 -1.5710000E+003 -1.0000000E+001
 -2.1000000E+001 -1.8860000E+003 -8.7800000E+002
 -2.0300000E+002 -9.9300000E+002 -6.5500000E+002
  1.8400000E+002  7.0100000E+002 -3.6500000E+002
 -2.2400000E+002  1.3290000E+003 -3.4700000E+002
  1.3500000E+002  9.1100000E+002 -3.9300000E+002
  1.5100000E+002 -9.0000000E+000 -1.4800000E+002
 -6.4300000E+002 -8.4700000E+002  3.7400000E+002
 -3.4100000E+002 -1.3220000E+003  6.3800000E+002
 -6.8000000E+001 -1.4120000E+003  1.0510000E+003
 -3.0200000E+002 -8.4100000E+002  1.2160000E+003
  1.3500000E+002  2.6800000E+002  7.2400000E+002
  1.4200000E+002  8.7700000E+002 -5.3300000E+002
 -5.8000000E+001  6.3300000E+002 -1.5710000E+003
  5.0000000E+001  5.0800000E+002 -1.2850000E+003
 -2.5800000E+002  4.6700000E+002 -5.3000000E+002
 -6.5800000E+002  2.0200000E+002  8.8000000E+001
 -7.0500000E+002 -2.0200000E+002  4.2000000E+002
 -2.7800000E+002 -5.2200000E+002  6.5400000E+002
 -2.3000000E+001 -5.9500000E+002  1.9600000E+002
  1.2300000E+002 -6.2800000E+002 -9.6000000E+002
  2.1400000E+002 -3.6800000E+002 -1.4910000E+003
  3.0600000E+002  2.0000000E+001 -1.1090000E+003
 -2.9800000E+002  1.5000000E+001 -1.8100000E+002
 -7.6600000E+002 -1.4800000E+002  7.7100000E+002
 -1.4000000E+001 -2.0500000E+002  1.5790000E+003
  4.5000000E+002 -4.5900000E+002  1.6430000E+003
  5.4700000E+002 -9.7000000E+001  4.1200000E+002
 -2.0000000E+002  9.3600000E+002 -1.0900000E+003
 -5.3100000E+002  1.0100000E+003 -1.5010000E+003
 -1.0100000E+002  2.1400000E+002 -5.7900000E+002
 -3.1000000E+002 -6.2400000E+002  1.2200000E+002
  3.0700000E+002 -7.1800000E+002 -5.2000000E+001
  7.9700000E+002 -4.9500000E+002  1.1000000E+001
